Name;Market ID;Market Name;ISIN;Symbol;CCY;CSD;Type;ADT (EUR);Large In Scale (Local Currency);Live Date;End Date;TrackInsight A-list
NEMETSCHEK AG;XETR;Deutsche Börse - Xetra;DE0006452907;NEMd;EUR;DE;EQ;22.729.435;300.000;30. Sep 19;;N
NORMA GROUP SE;XETR;Deutsche Börse - Xetra;DE000A1H8BV3;NOEJd;EUR;DE;EQ;16.713.173;300.000;30. Sep 19;;N
AUDI AG;XETR;Deutsche Börse - Xetra;DE0006757008;NSUd;EUR;DE;EQ;346.093;60.000;30. Sep 19;;N
NABALTEC AG;XETR;Deutsche Börse - Xetra;DE000A0KPPR7;NTGd;EUR;DE;EQ;158.785;60.000;30. Sep 19;;N
NEW WORK SE;XETR;Deutsche Börse - Xetra;DE000NWRK013;NWOd;EUR;DE;EQ;0;15.000;27. Aug 19;;N
NEXUS AG;XETR;Deutsche Börse - Xetra;DE0005220909;NXUd;EUR;DE;EQ;547.534;100.000;30. Sep 19;;N
PETRO WELT TECHNOLOGIES AG;XETR;Deutsche Börse - Xetra;AT0000A00Y78;O2Cd;EUR;DE;EQ;119.458;60.000;30. Sep 19;;N
TELEFONICA DEUTSCHLAND HOLDI;XETR;Deutsche Börse - Xetra;DE000A1J5RX9;O2Dd;EUR;DE;EQ;39.900.832;400.000;30. Sep 19;;N
CPI PROPERTY GROUP SA;XETR;Deutsche Börse - Xetra;LU0251710041;O5Gd;EUR;DE;EQ;376;15.000;30. Sep 19;;N
ORBIS AG;XETR;Deutsche Börse - Xetra;DE0005228779;OBSd;EUR;DE;EQ;15.120;15.000;30. Sep 19;;N
ETFS ALUMINIUM;XETR;Deutsche Börse - Xetra;DE000A0KRJS4;OD7Ad;EUR;DE;CO;37.359;90.000;03. Jul 19;;N
ETFS COFFEE;XETR;Deutsche Börse - Xetra;DE000A0KRJT2;OD7Bd;EUR;DE;CO;114.380;90.000;03. Jul 19;;N
ETFS COPPER;XETR;Deutsche Börse - Xetra;DE000A0KRJU0;OD7Cd;EUR;DE;CO;68.327;90.000;03. Jul 19;;N
ETFS WTI CRUDE OIL;XETR;Deutsche Börse - Xetra;DE000A0KRJX4;OD7Fd;EUR;DE;CO;943.154;90.000;03. Jul 19;;N
ETFS GOLD;XETR;Deutsche Börse - Xetra;DE000A0KRJZ9;OD7Hd;EUR;DE;CO;38.560;90.000;03. Jul 19;;N
ETFS HEATING OIL;XETR;Deutsche Börse - Xetra;DE000A0KRJ02;OD7Id;EUR;DE;CO;71.087;90.000;03. Jul 19;;N
ETFS NATURAL GAS;XETR;Deutsche Börse - Xetra;DE000A0KRJ36;OD7Ld;EUR;DE;CO;55.337;90.000;03. Jul 19;;N
ETFS NICKEL;XETR;Deutsche Börse - Xetra;DE000A0KRJ44;OD7Md;EUR;DE;CO;123.842;90.000;03. Jul 19;;N
ETFS SILVER;XETR;Deutsche Börse - Xetra;DE000A0KRJ51;OD7Nd;EUR;DE;CO;91.803;90.000;03. Jul 19;;N
ETFS SUGAR;XETR;Deutsche Börse - Xetra;DE000A0KRJ85;OD7Rd;EUR;DE;CO;69.852;90.000;03. Jul 19;;N
ETFS WHEAT;XETR;Deutsche Börse - Xetra;DE000A0KRJ93;OD7Sd;EUR;DE;CO;120.907;90.000;03. Jul 19;;N
ETFS ZINC;XETR;Deutsche Börse - Xetra;DE000A0KRKA0;OD7Td;EUR;DE;CO;66.357;90.000;03. Jul 19;;N
ETFS BRENT 1MTH OIL SECR-EUR;XETR;Deutsche Börse - Xetra;DE000A0KRKM5;OESAd;EUR;DE;CO;1.917.701;90.000;03. Jul 19;;N
OHB SE;XETR;Deutsche Börse - Xetra;DE0005936124;OHBd;EUR;DE;EQ;1.054.132;200.000;30. Sep 19;;N
USU SOFTWARE AG;XETR;Deutsche Börse - Xetra;DE000A0BVU28;OSP2d;EUR;DE;EQ;200.805;60.000;30. Sep 19;;N
OSRAM LICHT AG;XETR;Deutsche Börse - Xetra;DE000LED4000;OSRd;EUR;DE;EQ;102.222.162;650.000;30. Sep 19;;N
SOURCE S&P 500 UCITS ETF;XETR;Deutsche Börse - Xetra;IE00B3YCGJ38;P500d;EUR;EB;TF;26.747.813;1.000.000;30. Sep 19;;N
PAION AG;XETR;Deutsche Börse - Xetra;DE000A0B65S3;PA8d;EUR;DE;EQ;323.472;60.000;30. Sep 19;;N
PORSCHE AUTOMOBIL HLDG-PRF;XETR;Deutsche Börse - Xetra;DE000PAH0038;PAH3d;EUR;DE;EQ;160.749.507;650.000;30. Sep 19;;N
PATRIZIA IMMOBILIEN AG;XETR;Deutsche Börse - Xetra;DE000PAT1AG3;PATd;EUR;DE;EQ;4.754.573;200.000;30. Sep 19;;N
DEUTSCHE PFANDBRIEFBANK AG;XETR;Deutsche Börse - Xetra;DE0008019001;PBBd;EUR;DE;EQ;18.635.874;300.000;30. Sep 19;;N
PFEIFFER VACUUM TECHNOLOGY;XETR;Deutsche Börse - Xetra;DE0006916604;PFVd;EUR;DE;EQ;9.741.767;300.000;30. Sep 19;;N
PARAGON GMBH CO KGAA;XETR;Deutsche Börse - Xetra;DE0005558696;PGNd;EUR;DE;EQ;1.017.373;200.000;30. Sep 19;;N
PNE WIND AG-REG;XETR;Deutsche Börse - Xetra;DE000A0JBPG2;PNE3d;EUR;DE;EQ;1.125.326;200.000;30. Sep 19;;N
PSI SOFTWARE AG;XETR;Deutsche Börse - Xetra;DE000A0Z1JH9;PSANd;EUR;DE;EQ;262.570;60.000;30. Sep 19;;N
PROSIEBENSAT.1 MEDIA SE;XETR;Deutsche Börse - Xetra;DE000PSM7770;PSMd;EUR;DE;EQ;103.109.237;650.000;30. Sep 19;;N
PUMA SE;XETR;Deutsche Börse - Xetra;DE0006969603;PUMd;EUR;DE;EQ;67.191.627;500.000;30. Sep 19;;N
PROGRESS-WERK OBERKIRCH AG;XETR;Deutsche Börse - Xetra;DE0006968001;PWOd;EUR;DE;EQ;129.761;60.000;30. Sep 19;;N
QIAGEN N.V.;XETR;Deutsche Börse - Xetra;NL0012169213;QIAd;EUR;DE;EQ;59.071.324;500.000;30. Sep 19;;N
QSC AG;XETR;Deutsche Börse - Xetra;DE0005137004;QSCd;EUR;DE;EQ;656.569;100.000;30. Sep 19;;N
RATIONAL AG;XETR;Deutsche Börse - Xetra;DE0007010803;RAAd;EUR;DE;EQ;10.098.471;300.000;30. Sep 19;;N
RHOEN-KLINIKUM AG;XETR;Deutsche Börse - Xetra;DE0007042301;RHKd;EUR;DE;EQ;3.486.808;200.000;30. Sep 19;;N
RHEINMETALL AG;XETR;Deutsche Börse - Xetra;DE0007030009;RHMd;EUR;DE;EQ;63.336.135;500.000;30. Sep 19;;N
RIB SOFTWARE AG;XETR;Deutsche Börse - Xetra;DE000A0Z2XN6;RIBd;EUR;DE;EQ;18.683.825;300.000;30. Sep 19;;N
ROCKET INTERNET SE;XETR;Deutsche Börse - Xetra;DE000A12UKK6;RKETd;EUR;DE;EQ;26.389.082;400.000;30. Sep 19;;N
RTL GROUP;XETR;Deutsche Börse - Xetra;LU0061462528;RRTLd;EUR;DE;EQ;23.008.136;300.000;30. Sep 19;;N
R STAHL AG;XETR;Deutsche Börse - Xetra;DE000A1PHBB5;RSL2d;EUR;DE;EQ;69.464;30.000;30. Sep 19;;N
REALTECH AG;XETR;Deutsche Börse - Xetra;DE0007008906;RTCd;EUR;DE;EQ;18.481;15.000;30. Sep 19;;N
RWE AG;XETR;Deutsche Börse - Xetra;DE0007037129;RWEd;EUR;DE;EQ;274.605.952;650.000;30. Sep 19;;N
SMT SCHARF AG;XETR;Deutsche Börse - Xetra;DE0005751986;S4Ad;EUR;DE;EQ;101.821;60.000;30. Sep 19;;N
SOURCE EURO STOXX 50 UCITS E;XETR;Deutsche Börse - Xetra;IE00B5B5TG76;S6X0d;EUR;EB;TF;338.318;1.000.000;30. Sep 19;;Y
SOURCE EURO STOXX OPTIMISED;XETR;Deutsche Börse - Xetra;IE00B3Q19T94;S7XEd;EUR;EB;TF;11.024.403;1.000.000;30. Sep 19;;N
SMA SOLAR TECHNOLOGY AG;XETR;Deutsche Börse - Xetra;DE000A0DJ6J9;S92d;EUR;DE;EQ;8.061.927;300.000;30. Sep 19;;N
S&T AG;XETR;Deutsche Börse - Xetra;AT0000A0E9W5;SANTd;EUR;DE;EQ;13.514.632;300.000;30. Sep 19;;N
SAP SE;XETR;Deutsche Börse - Xetra;DE0007164600;SAPd;EUR;DE;EQ;925.853.220;650.000;30. Sep 19;;N
STROEER SE & CO KGAA;XETR;Deutsche Börse - Xetra;DE0007493991;SAXd;EUR;DE;EQ;14.493.074;300.000;30. Sep 19;;N
STRATEC BIOMEDICAL AG;XETR;Deutsche Börse - Xetra;DE000STRA555;SBSd;EUR;DE;EQ;1.733.207;200.000;30. Sep 19;;N
SRCE STX 600 OPT CHEMICALS;XETR;Deutsche Börse - Xetra;IE00B5MTY077;SC00d;EUR;EB;TF;1.377.447;1.000.000;03. Jul 19;;N
SRCE STX 600 OPT FOOD & BEV;XETR;Deutsche Börse - Xetra;IE00B5MTYL84;SC03d;EUR;EB;TF;1.800.584;1.000.000;03. Jul 19;;N
SOURCE STOXX EUROPE 600 UCIT;XETR;Deutsche Börse - Xetra;IE00B60SWW18;SC0Cd;EUR;EB;TF;3.329.708;1.000.000;03. Jul 19;;Y
SOURCE EURO STOXX 50 UCITS E;XETR;Deutsche Börse - Xetra;IE00B60SWX25;SC0Dd;EUR;EB;TF;7.170.891;1.000.000;03. Jul 19;;Y
SOURCE MSCI EUROPE UCITS ETF;XETR;Deutsche Börse - Xetra;IE00B60SWY32;SC0Ed;EUR;EB;TF;2.683.802;1.000.000;03. Jul 19;;N
SRCE STX 600 OPT AUTO PARTS;XETR;Deutsche Börse - Xetra;IE00B5NLX835;SC0Pd;EUR;EB;TF;5.328.104;1.000.000;03. Jul 19;;N
SRCE STX 600 OPT HEALTH;XETR;Deutsche Börse - Xetra;IE00B5MJYY16;SC0Td;EUR;EB;TF;857.223;1.000.000;03. Jul 19;;N
SRCE STX 600 OPT BANKS;XETR;Deutsche Börse - Xetra;IE00B5MTWD60;SC0Ud;EUR;EB;TF;1.516.632;1.000.000;03. Jul 19;;N
SRCE STX 600 OPT BASIC RES;XETR;Deutsche Börse - Xetra;IE00B5MTWY73;SC0Wd;EUR;EB;TF;3.549.040;1.000.000;03. Jul 19;;N
SCHWEIZER ELECTRONIC AG;XETR;Deutsche Börse - Xetra;DE0005156236;SCEd;EUR;DE;EQ;68.292;30.000;30. Sep 19;;N
K+S AG-REG;XETR;Deutsche Börse - Xetra;DE000KSAG888;SDFd;EUR;DE;EQ;72.762.713;500.000;30. Sep 19;;N
SENVION SA;XETR;Deutsche Börse - Xetra;LU1377527517;SENd;EUR;DE;EQ;637.251;100.000;30. Sep 19;;N
SAF-HOLLAND SA;XETR;Deutsche Börse - Xetra;LU0307018795;SFQd;EUR;DE;EQ;6.587.134;300.000;30. Sep 19;;N
SGL CARBON SE;XETR;Deutsche Börse - Xetra;DE0007235301;SGLd;EUR;DE;EQ;6.218.742;300.000;30. Sep 19;;N
SCHAEFFLER AG;XETR;Deutsche Börse - Xetra;DE000SHA0159;SHAd;EUR;DE;EQ;41.558.242;400.000;30. Sep 19;;N
SNP SCHNEIDER-NEUREITHER & P;XETR;Deutsche Börse - Xetra;DE0007203705;SHFd;EUR;DE;EQ;675.047;100.000;30. Sep 19;;N
SIEMENS HEALTHINEERS AG;XETR;Deutsche Börse - Xetra;DE000SHL1006;SHLd;EUR;DE;EQ;66.774.881;500.000;01. Aug 19;;N
SIEMENS AG-REG;XETR;Deutsche Börse - Xetra;DE0007236101;SIEd;EUR;DE;EQ;937.780.293;650.000;30. Sep 19;;N
FIRST SENSOR AG;XETR;Deutsche Börse - Xetra;DE0007201907;SISd;EUR;DE;EQ;961.948;100.000;30. Sep 19;;N
SIXT SE;XETR;Deutsche Börse - Xetra;DE0007231326;SIX2d;EUR;DE;EQ;12.394.612;300.000;30. Sep 19;;N
SIXT SE - PRFD;XETR;Deutsche Börse - Xetra;DE0007231334;SIX3d;EUR;DE;EQ;4.370.065;200.000;30. Sep 19;;N
KOENIG & BAUER AG;XETR;Deutsche Börse - Xetra;DE0007193500;SKBd;EUR;DE;EQ;7.274.321;300.000;30. Sep 19;;N
SCHALTBAU HOLDING AG;XETR;Deutsche Börse - Xetra;DE000A2NBTL2;SLTd;EUR;DE;EQ;98.103;30.000;30. Sep 19;;N
SUESS MICROTEC SE;XETR;Deutsche Börse - Xetra;DE000A1K0235;SMHNd;EUR;DE;EQ;1.743.262;200.000;30. Sep 19;;N
SINGULUS TECHNOLOGIES-BR;XETR;Deutsche Börse - Xetra;DE000A1681X5;SNGd;EUR;DE;EQ;872.301;100.000;30. Sep 19;;N
SOFTWARE AG;XETR;Deutsche Börse - Xetra;DE000A2GS401;SOWd;EUR;DE;EQ;31.575.107;400.000;30. Sep 19;;N
SPLENDID MEDIEN AG;XETR;Deutsche Börse - Xetra;DE0007279507;SPMd;EUR;DE;EQ;11.929;15.000;30. Sep 19;;N
AXEL SPRINGER SE;XETR;Deutsche Börse - Xetra;DE0005501357;SPRd;EUR;DE;EQ;30.533.032;400.000;30. Sep 19;;N
SARTORIUS AG-VORZUG;XETR;Deutsche Börse - Xetra;DE0007165631;SRT3d;EUR;DE;EQ;44.234.831;400.000;30. Sep 19;;N
SARTORIUS AG;XETR;Deutsche Börse - Xetra;DE0007165607;SRTd;EUR;DE;EQ;336.720;60.000;30. Sep 19;;N
STEICO SE;XETR;Deutsche Börse - Xetra;DE000A0LR936;ST5d;EUR;DE;EQ;413.516;60.000;30. Sep 19;;N
STABILUS SA;XETR;Deutsche Börse - Xetra;LU1066226637;STMd;EUR;DE;EQ;10.104.923;300.000;30. Sep 19;;N
STO SE & CO. KGAA-PREF SHRS;XETR;Deutsche Börse - Xetra;DE0007274136;STO3d;EUR;DE;EQ;485.876;60.000;30. Sep 19;;N
SURTECO GROUP SE;XETR;Deutsche Börse - Xetra;DE0005176903;SURd;EUR;DE;EQ;666.289;100.000;30. Sep 19;;N
SCHLOSS WACHENHEIM AG;XETR;Deutsche Börse - Xetra;DE0007229007;SWAd;EUR;DE;EQ;69.326;30.000;30. Sep 19;;N
SYMRISE AG;XETR;Deutsche Börse - Xetra;DE000SYM9999;SY1d;EUR;DE;EQ;78.135.967;500.000;30. Sep 19;;N
SOFTING AG;XETR;Deutsche Börse - Xetra;DE0005178008;SYTd;EUR;DE;EQ;131.047;60.000;30. Sep 19;;N
SYZYGY AG;XETR;Deutsche Börse - Xetra;DE0005104806;SYZd;EUR;DE;EQ;78.110;30.000;30. Sep 19;;N
SALZGITTER AG;XETR;Deutsche Börse - Xetra;DE0006202005;SZGd;EUR;DE;EQ;28.784.614;400.000;30. Sep 19;;N
SUEDZUCKER AG;XETR;Deutsche Börse - Xetra;DE0007297004;SZUd;EUR;DE;EQ;17.935.592;300.000;30. Sep 19;;N
CYTOTOOLS AG;XETR;Deutsche Börse - Xetra;DE000A0KFRJ1;T5Od;EUR;DE;EQ;76.304;30.000;30. Sep 19;;N
TELE COLUMBUS AG;XETR;Deutsche Börse - Xetra;DE000TCAG172;TC1d;EUR;DE;EQ;4.413.723;200.000;30. Sep 19;;N
TAG IMMOBILIEN AG;XETR;Deutsche Börse - Xetra;DE0008303504;TEGd;EUR;DE;EQ;29.445.701;400.000;30. Sep 19;;N
LOGWIN AG;XETR;Deutsche Börse - Xetra;LU1618151879;TGHNd;EUR;DE;EQ;55.651;30.000;30. Sep 19;;N
11 88 0 SOLUTIONS AG;XETR;Deutsche Börse - Xetra;DE0005118806;TGTd;EUR;DE;EQ;73.824;30.000;30. Sep 19;;N
ZEAL NETWORK SE;XETR;Deutsche Börse - Xetra;GB00BHD66J44;TIMd;EUR;DE;EQ;1.154.448;200.000;30. Sep 19;;N
THYSSENKRUPP AG;XETR;Deutsche Börse - Xetra;DE0007500001;TKAd;EUR;DE;EQ;191.640.869;650.000;30. Sep 19;;N
TLG IMMOBILIEN AG;XETR;Deutsche Börse - Xetra;DE000A12B8Z4;TLGd;EUR;DE;EQ;11.936.980;300.000;30. Sep 19;;N
TELES AG INFORMATIONSTECHNOL;XETR;Deutsche Börse - Xetra;DE0007454902;TLId;EUR;DE;EQ;3.892;15.000;30. Sep 19;;N
TALANX AG;XETR;Deutsche Börse - Xetra;DE000TLX1005;TLXd;EUR;DE;EQ;14.735.649;300.000;30. Sep 19;;N
PVA TEPLA AG;XETR;Deutsche Börse - Xetra;DE0007461006;TPEd;EUR;DE;EQ;2.068.395;200.000;30. Sep 19;;N
TOM TAILOR HOLDING SE;XETR;Deutsche Börse - Xetra;DE000A0STST2;TTId;EUR;DE;EQ;3.638.290;200.000;30. Sep 19;;N
TAKKT AG;XETR;Deutsche Börse - Xetra;DE0007446007;TTKd;EUR;DE;EQ;3.122.335;200.000;30. Sep 19;;N
AMUNDI ETF JAPAN TOPIX EUR H;XETR;Deutsche Börse - Xetra;LU1681037864;TTPXd;EUR;DE;TF;9.422.538;1.000.000;30. Sep 19;;N
TECHNOTRANS SE;XETR;Deutsche Börse - Xetra;DE000A0XYGA7;TTR1d;EUR;DE;EQ;1.035.910;200.000;30. Sep 19;;N
TUI AG-DI;XETR;Deutsche Börse - Xetra;DE000TUAG000;TUI1d;EUR;DE;EQ;133.524.940;650.000;30. Sep 19;;N
UBS ETF MSCI JAPAN H. EUR;XETR;Deutsche Börse - Xetra;LU0950672476;UEF2d;EUR;DE;TF;2.205.223;1.000.000;30. Sep 19;;Y
UBS ETF MAR.IB.EUR LIQ. COR.;XETR;Deutsche Börse - Xetra;LU0721553864;UEFRd;EUR;DE;TF;108.968;1.000.000;30. Sep 19;;Y
UNITED LABELS AG;XETR;Deutsche Börse - Xetra;DE0005489561;ULCd;EUR;DE;EQ;61.516;30.000;30. Sep 19;;N
UNIPER AG;XETR;Deutsche Börse - Xetra;DE000UNSE018;UN01d;EUR;DE;EQ;85.496.636;500.000;30. Sep 19;;N
UBER TECHNOLOGIES INC;XETR;Deutsche Börse - Xetra;US90353T1007;UT8d;EUR;DE;EQ;9.276.873;300.000;22. Okt 19;;N
UNITED INTERNET AG-REG SHARE;XETR;Deutsche Börse - Xetra;DE0005089031;UTDId;EUR;DE;EQ;59.624.812;500.000;30. Sep 19;;N
3U HOLDING AG;XETR;Deutsche Börse - Xetra;DE0005167902;UUUd;EUR;DE;EQ;59.587;30.000;30. Sep 19;;N
UZIN UTZ AG;XETR;Deutsche Börse - Xetra;DE0007551509;UZUd;EUR;DE;EQ;69.329;30.000;30. Sep 19;;N
VITA 34 AG;XETR;Deutsche Börse - Xetra;DE000A0BL849;V3Vd;EUR;DE;EQ;290.424;60.000;30. Sep 19;;N
VISCOM AG;XETR;Deutsche Börse - Xetra;DE0007846867;V6Cd;EUR;DE;EQ;503.539;100.000;30. Sep 19;;N
VAPIANO SE;XETR;Deutsche Börse - Xetra;DE000A0WMNK9;VAOd;EUR;DE;EQ;893.137;100.000;30. Sep 19;;N
VERBIO VEREINIGTE BIOENERGI;XETR;Deutsche Börse - Xetra;DE000A0JL9W6;VBKd;EUR;DE;EQ;973.822;100.000;30. Sep 19;;N
VOLTABOX AG;XETR;Deutsche Börse - Xetra;DE000A2E4LE9;VBXd;EUR;DE;EQ;1.479.268;200.000;30. Sep 19;;N
VARENGOLD BANK AG;XETR;Deutsche Börse - Xetra;DE0005479307;VG8d;EUR;DE;EQ;23.030;15.000;30. Sep 19;;N
VILLEROY & BOCH AG-PREF;XETR;Deutsche Börse - Xetra;DE0007657231;VIB3d;EUR;DE;EQ;272.637;60.000;30. Sep 19;;N
VIB VERMOEGEN AG;XETR;Deutsche Börse - Xetra;DE000A2YPDD0;VIH1d;EUR;DE;EQ;1.762.476;200.000;23. Sep 19;;N
VONOVIA SE;XETR;Deutsche Börse - Xetra;DE000A1ML7J1;VNAd;EUR;DE;EQ;222.407.742;650.000;30. Sep 19;;N
VOSSLOH AG;XETR;Deutsche Börse - Xetra;DE0007667107;VOSd;EUR;DE;EQ;1.889.978;200.000;30. Sep 19;;N
VOLKSWAGEN AG-PREF;XETR;Deutsche Börse - Xetra;DE0007664039;VOW3d;EUR;DE;EQ;634.019.646;650.000;30. Sep 19;;N
VOLKSWAGEN AG;XETR;Deutsche Börse - Xetra;DE0007664005;VOWd;EUR;DE;EQ;38.181.566;400.000;30. Sep 19;;N
4SC AG;XETR;Deutsche Börse - Xetra;DE000A14KL72;VSCd;EUR;DE;EQ;445.889;60.000;30. Sep 19;;N
ETFS PHYSICAL PLATINUM;XETR;Deutsche Börse - Xetra;DE000A0N62D7;VZLAd;EUR;DE;CO;211.523;90.000;03. Jul 19;;N
ETFS PHYSICAL PALLADIUM;XETR;Deutsche Börse - Xetra;DE000A0N62E5;VZLBd;EUR;DE;CO;117.069;90.000;03. Jul 19;;N
ETFS PHYSICAL SILVER;XETR;Deutsche Börse - Xetra;DE000A0N62F2;VZLCd;EUR;DE;CO;679.813;90.000;03. Jul 19;;N
ETFS PHYSICAL GOLD;XETR;Deutsche Börse - Xetra;DE000A0N62G0;VZLDd;EUR;DE;CO;1.168.827;90.000;01. Jul 19;;N
ETFS PHYSICAL PM BASKET;XETR;Deutsche Börse - Xetra;DE000A0N62H8;VZLEd;EUR;DE;CO;171.263;90.000;03. Jul 19;;N
WACKER NEUSON SE;XETR;Deutsche Börse - Xetra;DE000WACK012;WACd;EUR;DE;EQ;3.891.281;200.000;30. Sep 19;;N
SILTRONIC AG;XETR;Deutsche Börse - Xetra;DE000WAF3001;WAFd;EUR;DE;EQ;94.787.331;500.000;30. Sep 19;;N
WACKER CHEMIE AG;XETR;Deutsche Börse - Xetra;DE000WCH8881;WCHd;EUR;DE;EQ;71.271.824;500.000;30. Sep 19;;N
WCM BETEILIGUNGS & GRUND AG;XETR;Deutsche Börse - Xetra;DE000A1X3X33;WCMKd;EUR;DE;EQ;102.263;60.000;30. Sep 19;;N
WIRECARD AG;XETR;Deutsche Börse - Xetra;DE0007472060;WDId;EUR;DE;EQ;277.019.858;650.000;30. Sep 19;;N
WESTGRUND AG;XETR;Deutsche Börse - Xetra;DE000A0HN4T3;WEG1d;EUR;DE;EQ;19.459;15.000;30. Sep 19;;N
SPORTTOTAL AG;XETR;Deutsche Börse - Xetra;DE000A1EMG56;WIG1d;EUR;DE;EQ;101.830;60.000;30. Sep 19;;N
HEIDELBERG PHARMA AG;XETR;Deutsche Börse - Xetra;DE000A11QVV0;WL6d;EUR;DE;EQ;120.570;60.000;30. Sep 19;;N
WASHTEC AG;XETR;Deutsche Börse - Xetra;DE0007507501;WSUd;EUR;DE;EQ;3.460.960;200.000;30. Sep 19;;N
WESTAG & GETALIT -VORZ AKT;XETR;Deutsche Börse - Xetra;DE0007775231;WUG3d;EUR;DE;EQ;258.855;60.000;30. Sep 19;;N
WESTAG & GETALIT AG;XETR;Deutsche Börse - Xetra;DE0007775207;WUGd;EUR;DE;EQ;86.982;30.000;30. Sep 19;;N
WUESTENROT & WUERTTEMBERG;XETR;Deutsche Börse - Xetra;DE0008051004;WUWd;EUR;DE;EQ;2.501.963;200.000;30. Sep 19;;N
DBX II IBX SOV EURO 4%;XETR;Deutsche Börse - Xetra;LU0643975591;X03Fd;EUR;DE;TF;402.508;1.000.000;30. Sep 19;;Y
COMSTAGE EU LQ SV DV OV TR-I;XETR;Deutsche Börse - Xetra;LU0444605645;X500d;EUR;DE;TF;297.670;1.000.000;30. Sep 19;;Y
CMSTGE IBXX LIQ SOV DIV 1 3;XETR;Deutsche Börse - Xetra;LU0444605991;X502d;EUR;DE;TF;136.430;1.000.000;30. Sep 19;;Y
CMSTGE IBXX LQD SOV DIV 3-5;XETR;Deutsche Börse - Xetra;LU0444606023;X503d;EUR;DE;TF;44.630;1.000.000;30. Sep 19;;Y
CMSTG ETF IBOXX LQD SOV DIV;XETR;Deutsche Börse - Xetra;LU0444606296;X504d;EUR;DE;TF;9.297;1.000.000;30. Sep 19;;Y
CMSTG IBXX  LQ SOV DIV 7 10;XETR;Deutsche Börse - Xetra;LU0444606379;X505d;EUR;DE;TF;29.515;1.000.000;30. Sep 19;;Y
COMSTAGE EU LQ SV DV 25+TR-I;XETR;Deutsche Börse - Xetra;LU0444606619;X509d;EUR;DE;TF;32.991;1.000.000;30. Sep 19;;Y
DBXII EURZONE GOV 7-10 1C;XETR;Deutsche Börse - Xetra;LU0290357259;X710d;EUR;DE;TF;368.680;1.000.000;30. Sep 19;;Y
DB PHYSICAL GOLD EURO HEDGED;XETR;Deutsche Börse - Xetra;DE000A1EK0G3;XAD1d;EUR;DE;CO;2.424.378;90.000;03. Jul 19;;N
DB PHYSICAL SILVER EURO HEDG;XETR;Deutsche Börse - Xetra;DE000A1EK0J7;XAD2d;EUR;DE;CO;332.782;90.000;03. Jul 19;;N
DB PHYSICAL GOLD ETC EUR;XETR;Deutsche Börse - Xetra;DE000A1E0HR8;XAD5d;EUR;DE;CO;1.234.124;90.000;03. Jul 19;;N
DB PHYSICAL SILVER ETC EUR;XETR;Deutsche Börse - Xetra;DE000A1E0HS6;XAD6d;EUR;DE;CO;331.403;90.000;03. Jul 19;;N
DBX ATX 1C;XETR;Deutsche Börse - Xetra;LU0659579063;XB4Ad;EUR;DE;TF;1.257.946;1.000.000;30. Sep 19;;Y
DBXII EUROZONE GOV AAA 1D;XETR;Deutsche Börse - Xetra;LU0975326215;XBAId;EUR;DE;TF;380.530;1.000.000;30. Sep 19;;Y
DBX II  IBX SOV EURO AAA;XETR;Deutsche Börse - Xetra;LU0484969463;XBATd;EUR;DE;TF;366.504;1.000.000;30. Sep 19;;N
DBX II MTS EX BOI BOT;XETR;Deutsche Börse - Xetra;LU0613540268;XBO2d;EUR;DE;TF;400.138;1.000.000;30. Sep 19;;Y
DBX EUR STX 50 EX FIN (DR);XETR;Deutsche Börse - Xetra;LU0835262626;XD5Fd;EUR;DE;TF;90.088;1.000.000;30. Sep 19;;N
DBX DAX (DR) - INC;XETR;Deutsche Börse - Xetra;LU0838782315;XDDXd;EUR;DE;TF;7.308.544;1.000.000;30. Sep 19;;N
DBX STOXX600 OIL & GAS 1C;XETR;Deutsche Börse - Xetra;LU0292101796;XSERd;EUR;DE;TF;312.221;1.000.000;30. Sep 19;;Y
DBX II ERZN GOVT YLD+ 1-3 1D;XETR;Deutsche Börse - Xetra;LU0975334821;XY1Dd;EUR;DE;TF;21.620;1.000.000;30. Sep 19;;Y
DBX II ERZN GOVT YLD+ 1-3 1C;XETR;Deutsche Börse - Xetra;LU0925589839;XYP1d;EUR;DE;TF;2.312.719;1.000.000;30. Sep 19;;Y
DBX II SOV EURZONE YIELD+ 1D;XETR;Deutsche Börse - Xetra;LU0962071741;XYPDd;EUR;DE;TF;319.572;1.000.000;30. Sep 19;;Y
YOC AG;XETR;Deutsche Börse - Xetra;DE0005932735;YOCd;EUR;DE;EQ;61.316;30.000;30. Sep 19;;N
SECUNET SECURITY NETWORKS AG;XETR;Deutsche Börse - Xetra;DE0007276503;YSNd;EUR;DE;EQ;404.374;60.000;30. Sep 19;;N
ZALANDO SE;XETR;Deutsche Börse - Xetra;DE000ZAL1111;ZALd;EUR;DE;EQ;62.951.665;500.000;10. Okt 19;;N
ZHONGDE WASTE TECHNOLOGY AG;XETR;Deutsche Börse - Xetra;DE000ZDWT018;ZEFd;EUR;DE;EQ;1.633;15.000;30. Sep 19;;N
ELRINGKLINGER AG;XETR;Deutsche Börse - Xetra;DE0007856023;ZIL2d;EUR;DE;EQ;3.872.647;200.000;30. Sep 19;;N
ZOOPLUS AG;XETR;Deutsche Börse - Xetra;DE0005111702;ZO1d;EUR;DE;EQ;7.578.787;300.000;30. Sep 19;;N
